country,year,week,temperature,humidity,rainfall,pressure,wind_speed
Brazil,2025,36,26.2,72.3,38.0,1002.3,1.0
Brazil,2025,37,29.2,71.8,34.4,1004.0,4.2
Brazil,2025,38,23.4,69.4,33.5,1006.0,2.1
Brazil,2025,39,26.7,78.3,54.1,1005.2,5.0
Brazil,2025,40,26.6,75.0,64.9,1000.5,2.4
Brazil,2025,41,25.8,72.1,76.2,1005.7,2.6
Brazil,2025,42,26.0,77.2,83.7,1003.0,1.2
Brazil,2025,43,23.7,77.6,79.4,1003.6,1.5
Brazil,2025,44,25.6,78.3,91.9,1007.4,3.8
Brazil,2025,45,25.3,82.0,112.2,1006.0,3.3
Brazil,2025,46,27.2,77.8,111.2,1005.5,1.9
Brazil,2025,47,26.4,78.9,107.4,1007.7,2.2
Brazil,2025,48,27.0,86.8,123.0,1010.9,5.1
Brazil,2025,49,26.6,86.5,156.4,1005.0,4.3
Brazil,2025,50,27.5,78.3,134.1,1009.2,5.3
Brazil,2025,51,27.0,81.8,167.7,1009.6,4.4
Brazil,2025,52,28.4,86.9,150.0,1011.9,3.8
Indonesia,2020,1,26.7,91.2,157.6,1012.5,6.0
Indonesia,2020,2,26.9,85.8,151.9,1009.9,6.6
Indonesia,2020,3,27.7,89.7,173.4,1009.9,9.5
Indonesia,2020,4,31.0,79.6,167.1,1012.0,5.6
Indonesia,2020,5,25.9,80.8,178.7,1013.6,6.5
Indonesia,2020,6,28.4,80.1,155.5,1014.9,7.9
Indonesia,2020,7,28.1,88.0,151.7,1010.4,10.0
Indonesia,2020,8,28.3,79.5,172.7,1013.7,10.5
Indonesia,2020,9,27.1,78.1,163.0,1016.2,5.8
Indonesia,2020,10,27.2,86.1,164.3,1016.5,9.8
Indonesia,2020,11,29.1,74.5,163.8,1015.3,6.8
Indonesia,2020,12,29.8,78.8,147.2,1016.0,7.3
Indonesia,2020,13,27.9,74.6,149.7,1016.5,8.9
Indonesia,2020,14,29.0,73.3,146.3,1014.2,8.1
Indonesia,2020,15,27.2,80.8,137.4,1016.9,8.0
Indonesia,2020,16,29.2,68.5,124.0,1013.5,6.9
Indonesia,2020,17,27.8,67.9,121.8,1013.7,6.1
Indonesia,2020,18,27.6,72.3,108.9,1011.8,10.7
Indonesia,2020,19,30.1,64.5,101.6,1011.2,6.7
Indonesia,2020,20,31.5,72.7,108.2,1012.6,7.0
Indonesia,2020,21,29.1,66.7,87.6,1013.9,6.3
Indonesia,2020,22,27.7,66.6,82.8,1014.4,4.3
Indonesia,2020,23,29.1,67.6,64.3,1013.0,6.6
Indonesia,2020,24,26.2,60.1,48.9,1010.7,6.1
Indonesia,2020,25,28.6,64.2,42.7,1011.8,5.6
Indonesia,2020,26,30.7,63.5,43.2,1009.3,4.7
Indonesia,2020,27,25.9,67.3,42.0,1011.0,6.4
Indonesia,2020,28,26.0,68.5,31.6,1007.9,6.4
Indonesia,2020,29,26.7,55.2,35.1,1006.1,2.7
Indonesia,2020,30,26.3,69.9,26.1,1011.9,4.7
Indonesia,2020,31,27.4,64.5,24.1,1006.9,3.3
Indonesia,2020,32,26.7,64.8,34.8,1007.3,2.6
Indonesia,2020,33,25.8,66.4,27.8,1006.2,2.1
Indonesia,2020,34,26.2,66.3,40.9,1003.8,1.0
Indonesia,2020,35,25.1,67.3,45.6,1008.3,1.4
Indonesia,2020,36,25.6,70.5,37.9,1006.3,1.0
Indonesia,2020,37,25.6,69.4,58.2,1002.8,2.7
Indonesia,2020,38,25.5,75.2,47.8,1004.6,2.7
Indonesia,2020,39,24.3,71.0,45.2,1002.7,2.1
Indonesia,2020,40,26.2,71.8,72.4,1002.8,1.0
Indonesia,2020,41,26.4,78.1,52.0,1005.7,2.7
Indonesia,2020,42,28.0,77.1,72.1,1003.5,2.6
Indonesia,2020,43,26.6,77.4,87.3,1005.9,2.5
Indonesia,2020,44,28.0,80.8,86.1,1006.2,2.0
Indonesia,2020,45,26.6,80.5,110.7,1003.3,3.1
Indonesia,2020,46,26.0,76.8,116.4,1007.3,3.4
Indonesia,2020,47,25.4,89.6,114.0,1004.0,1.0
Indonesia,2020,48,25.9,81.4,139.3,1012.2,4.7
Indonesia,2020,49,26.5,90.6,146.8,1009.9,4.2
Indonesia,2020,50,27.6,87.7,133.6,1008.7,2.2
Indonesia,2020,51,27.3,81.3,143.2,1005.9,6.4
Indonesia,2020,52,26.2,86.0,136.2,1012.1,7.6
Indonesia,2021,1,27.2,86.7,159.0,1011.4,6.4
Indonesia,2021,2,27.8,77.3,168.6,1011.4,6.2
Indonesia,2021,3,27.3,77.1,154.2,1012.5,3.8
Indonesia,2021,4,25.0,85.3,153.7,1013.3,5.3
Indonesia,2021,5,32.0,80.6,148.0,1012.0,7.5
Indonesia,2021,6,28.4,75.9,159.7,1011.1,7.6
Indonesia,2021,7,28.1,84.8,160.9,1014.6,5.5
Indonesia,2021,8,31.2,73.4,159.4,1017.0,7.4
Indonesia,2021,9,31.7,77.1,156.7,1015.0,8.2
Indonesia,2021,10,29.5,85.4,158.0,1013.8,5.7
Indonesia,2021,11,26.3,81.7,166.6,1017.1,11.4
Indonesia,2021,12,28.1,72.6,146.3,1016.5,8.0
Indonesia,2021,13,29.2,82.0,138.4,1015.3,8.9
Indonesia,2021,14,33.3,77.8,154.6,1014.2,6.5
Indonesia,2021,15,29.7,74.1,134.3,1015.7,8.6
Indonesia,2021,16,31.3,77.4,115.4,1017.3,8.0
Indonesia,2021,17,26.0,71.1,111.9,1016.9,7.2
Indonesia,2021,18,29.5,76.2,109.9,1015.5,9.3
Indonesia,2021,19,28.2,73.3,113.2,1014.0,7.9
Indonesia,2021,20,29.1,68.8,105.8,1013.0,9.8
Indonesia,2021,21,26.0,71.4,83.4,1014.3,6.7
Indonesia,2021,22,28.4,62.1,78.0,1009.0,5.5
Indonesia,2021,23,28.7,63.3,71.9,1011.1,6.6
Indonesia,2021,24,28.5,63.4,71.2,1012.7,7.0
Indonesia,2021,25,28.3,69.2,51.9,1012.4,6.9
Indonesia,2021,26,29.7,57.0,63.6,1011.1,6.3
Indonesia,2021,27,28.0,66.1,46.2,1008.0,3.8
Indonesia,2021,28,26.1,58.6,38.3,1004.5,5.4
Indonesia,2021,29,24.3,65.7,42.3,1008.7,3.0
Indonesia,2021,30,25.1,60.7,41.8,1007.3,3.5
Indonesia,2021,31,27.9,72.4,25.6,1004.9,3.7
Indonesia,2021,32,23.4,71.7,38.0,1005.4,1.2
Indonesia,2021,33,23.7,72.3,50.7,1008.4,4.0
Indonesia,2021,34,26.8,65.2,18.9,1007.5,1.0
Indonesia,2021,35,23.8,67.6,17.3,1008.3,3.7
Indonesia,2021,36,28.3,68.3,37.7,1005.7,3.6
Indonesia,2021,37,24.4,74.3,51.7,1000.6,1.0
Indonesia,2021,38,25.7,76.4,35.8,1000.4,4.4
Indonesia,2021,39,25.3,72.6,51.6,1003.4,2.6
Indonesia,2021,40,24.0,73.7,55.4,1007.9,2.9
Indonesia,2021,41,24.7,77.6,68.7,1007.9,3.3
Indonesia,2021,42,25.6,77.6,60.9,1003.2,1.0
Indonesia,2021,43,27.4,83.3,99.0,1001.8,2.0
Indonesia,2021,44,26.6,77.1,79.8,1006.8,5.0
Indonesia,2021,45,24.7,79.6,95.0,1005.0,4.0
Indonesia,2021,46,26.2,83.0,94.1,1006.5,5.0
Indonesia,2021,47,27.2,85.8,109.2,1008.6,2.5
Indonesia,2021,48,24.0,80.6,119.6,1005.3,4.7
Indonesia,2021,49,23.3,89.7,132.5,1005.6,3.7
Indonesia,2021,50,24.5,89.1,139.7,1007.8,3.6
Indonesia,2021,51,25.4,79.4,150.3,1009.1,3.9
Indonesia,2021,52,26.9,86.3,154.2,1009.5,3.5
Indonesia,2022,1,30.0,93.7,149.6,1009.9,5.5
Indonesia,2022,2,29.7,77.7,173.9,1008.3,7.4
Indonesia,2022,3,26.7,87.7,152.9,1008.3,7.4
Indonesia,2022,4,30.1,87.6,172.6,1012.5,6.4
Indonesia,2022,5,29.0,88.3,180.4,1010.1,6.1
Indonesia,2022,6,27.3,79.9,168.7,1014.1,6.3
Indonesia,2022,7,29.6,79.4,163.3,1016.6,6.8
Indonesia,2022,8,27.4,86.7,181.1,1015.5,7.9
Indonesia,2022,9,28.8,80.8,150.6,1011.8,5.4
Indonesia,2022,10,29.4,75.1,171.1,1017.5,10.6
Indonesia,2022,11,28.6,83.7,165.2,1012.4,7.8
Indonesia,2022,12,25.9,73.2,156.4,1017.5,8.0
Indonesia,2022,13,29.4,79.6,138.0,1014.8,7.7
Indonesia,2022,14,28.9,68.6,140.9,1015.5,7.4
Indonesia,2022,15,29.0,71.4,145.4,1012.2,8.1
Indonesia,2022,16,28.8,68.1,135.6,1013.3,6.8
Indonesia,2022,17,28.7,83.2,118.4,1013.1,6.6
Indonesia,2022,18,26.4,73.1,98.0,1015.6,6.8
Indonesia,2022,19,28.3,66.2,96.3,1012.0,8.4
Indonesia,2022,20,29.2,70.9,110.1,1012.3,5.6
Indonesia,2022,21,25.7,72.4,91.3,1011.0,5.0
Indonesia,2022,22,28.4,68.8,80.3,1013.5,8.1
Indonesia,2022,23,29.2,61.9,62.5,1012.3,6.1
Indonesia,2022,24,27.2,62.6,51.8,1008.4,6.3
Indonesia,2022,25,26.6,73.1,45.7,1015.9,7.7
Indonesia,2022,26,26.6,56.5,56.5,1010.6,3.7
Indonesia,2022,27,25.8,64.8,51.0,1009.7,5.1
Indonesia,2022,28,27.5,59.4,24.5,1008.2,4.2
Indonesia,2022,29,26.8,64.5,45.5,1007.0,5.2
Indonesia,2022,30,24.4,68.2,12.6,1005.1,3.1
Indonesia,2022,31,25.0,60.5,22.8,1004.0,3.7
Indonesia,2022,32,25.6,59.2,35.9,1004.8,3.0
Indonesia,2022,33,25.6,66.0,23.3,1006.6,4.1
Indonesia,2022,34,25.7,66.2,25.3,1004.4,1.5
Indonesia,2022,35,26.4,72.5,42.0,1005.6,1.0
Indonesia,2022,36,24.0,71.5,28.1,1002.5,2.4
Indonesia,2022,37,24.4,70.1,45.0,1004.0,5.0
Indonesia,2022,38,24.4,74.6,48.0,1009.8,1.0
Indonesia,2022,39,24.8,73.5,45.1,1006.0,2.6
Indonesia,2022,40,26.0,76.9,64.0,1004.4,4.9
Indonesia,2022,41,24.4,78.0,63.2,1004.9,1.0
Indonesia,2022,42,27.0,78.0,89.2,1003.4,1.0
Indonesia,2022,43,25.5,72.4,77.0,1002.1,3.3
Indonesia,2022,44,25.8,79.7,100.7,1005.8,2.3
Indonesia,2022,45,25.8,79.4,102.7,1006.6,1.0
Indonesia,2022,46,24.7,84.2,127.5,1006.6,3.8
Indonesia,2022,47,26.0,83.2,113.0,1006.5,3.4
Indonesia,2022,48,27.9,87.2,131.0,1010.2,3.2
Indonesia,2022,49,28.4,81.2,134.1,1010.0,8.2
Indonesia,2022,50,26.9,84.1,121.9,1007.0,3.5
Indonesia,2022,51,26.8,79.4,141.8,1012.6,5.9
Indonesia,2022,52,26.3,85.0,169.4,1012.7,6.2
Indonesia,2023,1,26.2,90.7,163.4,1012.6,5.8
Indonesia,2023,2,26.7,80.8,173.1,1012.5,5.7
Indonesia,2023,3,29.1,82.3,152.0,1011.8,5.6
Indonesia,2023,4,29.0,84.4,165.0,1011.1,6.2
Indonesia,2023,5,28.1,82.6,158.6,1018.4,8.3
Indonesia,2023,6,28.0,80.5,169.3,1013.1,6.2
Indonesia,2023,7,26.2,86.5,176.1,1012.9,6.4
Indonesia,2023,8,29.2,81.3,168.5,1015.4,7.5
Indonesia,2023,9,29.8,78.3,160.8,1012.4,9.4
Indonesia,2023,10,31.0,78.7,170.2,1017.5,8.0
Indonesia,2023,11,29.6,76.2,166.2,1014.9,6.3
Indonesia,2023,12,26.7,79.6,143.3,1013.3,6.6
Indonesia,2023,13,29.1,76.5,134.5,1014.7,7.6
Indonesia,2023,14,28.7,75.1,149.1,1017.2,8.3
Indonesia,2023,15,29.5,68.7,114.0,1017.1,7.0
Indonesia,2023,16,28.3,74.4,134.2,1014.2,7.9
Indonesia,2023,17,28.8,74.8,119.8,1015.5,7.3
Indonesia,2023,18,29.6,66.6,124.3,1014.9,6.0
Indonesia,2023,19,31.4,73.0,99.4,1014.3,6.8
Indonesia,2023,20,29.5,67.9,97.2,1013.6,7.2
Indonesia,2023,21,26.7,64.5,99.0,1011.1,4.5
Indonesia,2023,22,30.2,60.9,68.2,1012.7,6.2
Indonesia,2023,23,28.0,69.9,88.1,1012.2,7.6
Indonesia,2023,24,25.3,69.1,57.7,1012.2,5.9
Indonesia,2023,25,28.6,58.5,44.8,1011.6,6.6
Indonesia,2023,26,27.2,66.6,51.3,1013.1,5.9
Indonesia,2023,27,27.0,56.5,50.4,1008.7,3.9
Indonesia,2023,28,26.1,67.8,32.7,1008.7,7.1
Indonesia,2023,29,25.3,65.5,28.9,1007.1,5.8
Indonesia,2023,30,26.9,62.1,40.2,1009.2,1.8
Indonesia,2023,31,27.2,70.0,42.3,1003.3,2.3
Indonesia,2023,32,27.8,69.6,41.2,1004.0,4.9
Indonesia,2023,33,24.0,67.5,28.5,1007.6,4.8
Indonesia,2023,34,23.7,69.3,43.9,1005.6,4.1
Indonesia,2023,35,22.5,74.8,28.8,1003.0,3.2
Indonesia,2023,36,27.1,67.7,43.1,1003.7,1.4
Indonesia,2023,37,26.2,70.5,43.8,1004.7,1.4
Indonesia,2023,38,23.9,75.5,18.8,1006.9,3.0
Indonesia,2023,39,23.6,69.4,54.8,1003.6,5.1
Indonesia,2023,40,25.4,71.3,63.7,1006.2,1.0
Indonesia,2023,41,26.3,75.2,66.0,1005.3,4.0
Indonesia,2023,42,23.5,74.1,48.5,1007.2,1.1
Indonesia,2023,43,25.8,81.3,67.1,1007.2,1.9
Indonesia,2023,44,28.2,76.6,86.9,1005.6,5.8
Indonesia,2023,45,24.3,86.9,80.9,1007.9,1.9
Indonesia,2023,46,27.8,82.4,92.5,1004.9,4.7
Indonesia,2023,47,24.1,82.6,105.2,1003.0,2.6
Indonesia,2023,48,28.1,80.8,136.4,1007.1,4.8
Indonesia,2023,49,26.3,82.9,128.6,1004.5,6.5
Indonesia,2023,50,24.1,84.4,135.7,1013.3,4.6
Indonesia,2023,51,24.8,81.8,145.5,1003.0,3.9
Indonesia,2023,52,27.0,77.8,157.8,1010.1,5.9
Indonesia,2024,1,26.8,83.5,165.9,1007.9,6.9
Indonesia,2024,2,25.5,86.3,172.5,1009.1,7.5
Indonesia,2024,3,24.7,82.7,157.3,1013.8,3.7
Indonesia,2024,4,28.5,89.1,164.0,1011.5,7.0
Indonesia,2024,5,28.6,87.6,142.9,1013.3,7.8
Indonesia,2024,6,28.7,80.0,155.1,1015.4,6.6
Indonesia,2024,7,26.0,88.7,168.5,1014.2,5.5
Indonesia,2024,8,25.5,87.8,172.2,1017.2,8.8
Indonesia,2024,9,28.3,76.1,175.2,1011.8,6.3
Indonesia,2024,10,29.3,80.7,160.3,1013.1,7.4
Indonesia,2024,11,29.4,80.3,162.9,1015.4,7.8
Indonesia,2024,12,28.7,74.6,147.6,1017.8,7.8
Indonesia,2024,13,28.6,75.2,158.4,1013.6,8.1
Indonesia,2024,14,30.3,76.6,140.0,1012.9,7.4
Indonesia,2024,15,28.3,77.1,124.8,1012.6,10.2
Indonesia,2024,16,25.7,77.7,119.1,1017.3,8.7
Indonesia,2024,17,28.8,79.5,122.7,1014.0,8.7
Indonesia,2024,18,28.3,74.0,94.1,1011.5,8.7
Indonesia,2024,19,27.9,71.4,84.9,1014.5,6.5
Indonesia,2024,20,27.8,69.5,71.3,1013.0,6.2
Indonesia,2024,21,25.7,70.1,88.4,1011.9,10.0
Indonesia,2024,22,28.5,69.0,86.9,1010.5,6.0
Indonesia,2024,23,29.7,70.8,78.7,1012.2,5.4
Indonesia,2024,24,27.4,67.0,61.4,1008.2,7.8
Indonesia,2024,25,23.7,58.7,47.9,1009.4,4.9
Indonesia,2024,26,30.0,69.5,44.0,1009.6,6.3
Indonesia,2024,27,24.3,62.2,53.0,1008.0,1.0
Indonesia,2024,28,25.8,65.6,33.1,1007.6,1.3
Indonesia,2024,29,25.5,64.4,43.9,1007.1,1.9
Indonesia,2024,30,27.0,66.3,21.1,1003.4,4.6
Indonesia,2024,31,25.7,71.5,31.1,1006.5,1.9
Indonesia,2024,32,27.1,67.1,32.7,1009.4,5.4
Indonesia,2024,33,27.6,66.5,38.2,1005.0,3.2
Indonesia,2024,34,24.8,62.1,29.5,1007.2,2.4
Indonesia,2024,35,24.1,69.6,49.3,1000.3,1.0
Indonesia,2024,36,23.5,70.2,34.5,1004.1,3.4
Indonesia,2024,37,25.3,70.2,40.8,1007.9,1.0
Indonesia,2024,38,25.6,77.1,50.2,1003.5,4.5
Indonesia,2024,39,24.6,72.9,26.7,1006.3,1.9
Indonesia,2024,40,23.8,74.3,60.2,1005.2,2.7
Indonesia,2024,41,21.7,86.2,69.6,1005.1,1.6
Indonesia,2024,42,26.4,76.4,85.5,1006.0,4.7
Indonesia,2024,43,26.0,83.6,66.4,1008.1,1.3
Indonesia,2024,44,24.9,75.2,91.0,1003.6,5.4
Indonesia,2024,45,27.9,81.0,107.6,1007.1,6.2
Indonesia,2024,46,25.3,87.1,103.1,1002.1,1.2
Indonesia,2024,47,26.1,78.5,121.5,1008.0,5.1
Indonesia,2024,48,28.1,83.9,134.7,1006.0,2.9
Indonesia,2024,49,26.1,83.3,132.9,1007.7,2.5
Indonesia,2024,50,26.2,76.8,135.4,1008.4,7.0
Indonesia,2024,51,28.5,86.2,142.4,1006.8,7.2
Indonesia,2024,52,25.4,80.1,171.5,1008.7,3.9
Indonesia,2025,1,28.1,82.6,164.4,1009.0,5.5
Indonesia,2025,2,26.5,86.2,156.9,1010.4,4.9
Indonesia,2025,3,26.3,83.9,148.4,1012.3,7.9
Indonesia,2025,4,28.0,87.2,165.8,1013.2,6.2
Indonesia,2025,5,28.3,80.0,171.6,1014.0,6.5
Indonesia,2025,6,26.9,77.4,169.7,1012.7,5.6
Indonesia,2025,7,30.6,75.1,160.8,1014.6,9.1
Indonesia,2025,8,29.1,83.7,163.7,1015.3,8.1
Indonesia,2025,9,29.1,84.9,170.5,1013.9,7.2
Indonesia,2025,10,30.7,70.6,172.8,1013.5,6.3
Indonesia,2025,11,31.1,77.3,159.6,1012.7,6.0
Indonesia,2025,12,27.8,79.1,153.1,1014.5,9.4
Indonesia,2025,13,29.3,77.1,153.6,1013.2,7.6
Indonesia,2025,14,28.7,74.6,134.5,1013.6,6.5
Indonesia,2025,15,29.3,71.3,127.3,1013.9,8.1
Indonesia,2025,16,28.6,69.2,121.0,1011.3,7.0
Indonesia,2025,17,29.0,73.7,121.1,1014.3,8.5
Indonesia,2025,18,27.5,68.2,109.0,1013.3,9.6
Indonesia,2025,19,30.2,64.4,108.0,1016.8,7.6
Indonesia,2025,20,31.6,68.9,92.9,1013.2,7.2
Indonesia,2025,21,28.7,67.3,67.1,1012.5,5.9
Indonesia,2025,22,30.1,65.8,87.1,1012.6,7.9
Indonesia,2025,23,27.5,69.9,65.8,1010.7,4.5
Indonesia,2025,24,29.2,69.8,72.9,1010.4,4.7
Indonesia,2025,25,30.9,64.0,57.1,1011.5,4.5
Indonesia,2025,26,26.1,67.1,46.9,1009.4,4.7
Indonesia,2025,27,27.6,62.2,40.5,1004.9,6.1
Indonesia,2025,28,25.8,54.7,40.9,1011.0,5.1
Indonesia,2025,29,26.3,66.2,30.7,1008.9,5.7
Indonesia,2025,30,26.5,66.1,37.4,1005.9,2.0
Indonesia,2025,31,26.2,68.4,24.5,1003.7,2.1
Indonesia,2025,32,25.1,64.1,23.4,1003.8,3.0
Indonesia,2025,33,27.7,66.0,21.6,1005.2,2.0
Indonesia,2025,34,23.6,67.7,32.3,1007.3,1.0
Indonesia,2025,35,24.0,63.9,39.9,1005.4,3.0
Indonesia,2025,36,23.6,64.9,38.8,1008.7,3.5
Indonesia,2025,37,25.3,69.7,52.4,1004.4,2.4
Indonesia,2025,38,26.6,67.0,55.1,1002.9,2.4
Indonesia,2025,39,25.6,84.1,69.2,1004.8,2.4
Indonesia,2025,40,24.8,76.0,75.9,1005.6,4.4
Indonesia,2025,41,22.7,81.4,64.9,1002.9,2.5
Indonesia,2025,42,25.5,80.1,77.1,1008.8,2.9
Indonesia,2025,43,25.7,80.8,68.3,1005.9,1.3
Indonesia,2025,44,26.9,77.1,90.4,1006.8,2.5
Indonesia,2025,45,27.2,73.4,97.2,1003.8,2.5
Indonesia,2025,46,26.3,81.5,110.9,1003.1,3.0
Indonesia,2025,47,28.3,84.1,99.5,1007.4,5.5
Indonesia,2025,48,28.0,80.9,123.1,1009.6,1.5
Indonesia,2025,49,26.1,79.9,138.4,1007.1,6.1
Indonesia,2025,50,28.8,90.7,138.9,1006.2,3.6
Indonesia,2025,51,26.2,78.7,138.7,1009.9,4.7
Indonesia,2025,52,27.3,83.0,149.4,1010.4,5.6
Pakistan,2020,1,18.0,52.2,0.0,1012.4,5.9
Pakistan,2020,2,20.0,50.1,9.4,1011.6,2.6
Pakistan,2020,3,19.6,46.7,3.6,1012.4,6.3
Pakistan,2020,4,19.5,47.2,13.9,1010.2,6.1
Pakistan,2020,5,22.5,53.7,12.6,1013.6,6.6
Pakistan,2020,6,20.0,38.5,13.8,1012.7,6.5
Pakistan,2020,7,23.2,37.4,18.9,1012.2,7.5
Pakistan,2020,8,20.3,33.1,12.4,1014.4,5.9
Pakistan,2020,9,22.4,40.0,0.8,1015.4,6.2
Pakistan,2020,10,23.9,33.6,6.4,1016.6,5.5
Pakistan,2020,11,24.2,39.2,8.1,1016.2,8.0
Pakistan,2020,12,24.6,29.5,5.7,1015.0,8.3
Pakistan,2020,13,25.7,35.8,12.3,1015.9,5.9
Pakistan,2020,14,28.8,35.4,0.0,1013.5,6.5
Pakistan,2020,15,28.7,32.6,4.0,1016.1,6.2
Pakistan,2020,16,27.9,40.6,2.3,1013.5,7.3
Pakistan,2020,17,28.8,37.4,19.8,1013.0,9.1
Pakistan,2020,18,30.7,37.0,22.9,1013.3,5.5
Pakistan,2020,19,31.6,50.5,19.4,1013.9,8.8
Pakistan,2020,20,35.9,44.9,14.8,1014.2,5.8
Pakistan,2020,21,32.9,46.3,27.7,1011.9,3.0
Pakistan,2020,22,34.5,48.0,30.2,1014.5,6.4
Pakistan,2020,23,35.4,54.8,57.2,1014.3,5.6
Pakistan,2020,24,33.1,55.9,79.9,1009.4,6.8
Pakistan,2020,25,39.2,58.0,84.8,1014.9,3.3
Pakistan,2020,26,38.0,63.2,112.7,1009.0,4.1
Pakistan,2020,27,37.4,65.2,136.8,1010.0,2.7
Pakistan,2020,28,36.1,73.8,145.2,1013.2,6.6
Pakistan,2020,29,34.8,86.4,159.8,1008.6,4.2
Pakistan,2020,30,33.6,75.8,161.1,1006.9,4.7
Pakistan,2020,31,37.5,81.6,151.9,1005.7,2.7
Pakistan,2020,32,35.9,80.9,136.7,1004.2,3.0
Pakistan,2020,33,33.9,82.1,128.3,1008.5,3.4
Pakistan,2020,34,33.1,74.6,110.3,1003.9,3.6
Pakistan,2020,35,36.2,86.2,94.1,1004.1,1.0
Pakistan,2020,36,30.8,76.9,74.6,1007.0,1.0
Pakistan,2020,37,34.2,86.4,61.1,1003.8,2.3
Pakistan,2020,38,33.6,87.1,34.8,1008.9,3.3
Pakistan,2020,39,29.3,81.8,34.8,1000.5,1.0
Pakistan,2020,40,31.5,73.6,24.6,1004.0,1.0
Pakistan,2020,41,28.2,82.1,14.2,1006.5,3.5
Pakistan,2020,42,26.0,85.4,14.9,1005.7,1.1
Pakistan,2020,43,25.2,81.0,11.0,1002.8,2.2
Pakistan,2020,44,24.6,75.6,8.9,1008.1,3.8
Pakistan,2020,45,27.6,75.0,15.3,1003.6,5.0
Pakistan,2020,46,24.0,72.0,14.0,1007.7,2.3
Pakistan,2020,47,23.6,71.5,12.4,1011.4,2.0
Pakistan,2020,48,21.8,67.8,13.6,1007.1,3.6
Pakistan,2020,49,19.2,64.4,16.2,1007.5,2.6
Pakistan,2020,50,22.3,61.1,12.2,1009.9,6.7
Pakistan,2020,51,16.7,60.0,14.2,1008.6,5.2
Pakistan,2020,52,18.4,54.8,15.9,1005.7,7.1
Pakistan,2021,1,22.1,55.5,15.8,1008.6,4.0
Pakistan,2021,2,18.3,53.3,15.1,1011.0,4.9
Pakistan,2021,3,20.5,56.8,7.6,1009.0,6.2
Pakistan,2021,4,21.7,46.3,2.3,1011.4,7.5
Pakistan,2021,5,17.7,43.3,9.7,1015.8,6.4
Pakistan,2021,6,21.5,46.8,16.0,1010.8,5.9
Pakistan,2021,7,21.9,43.4,2.2,1014.5,7.3
Pakistan,2021,8,20.9,41.8,3.4,1014.5,10.6
Pakistan,2021,9,25.2,42.0,15.2,1016.5,6.5
Pakistan,2021,10,23.2,37.5,5.6,1015.2,8.9
Pakistan,2021,11,24.2,36.5,0.0,1018.4,6.2
Pakistan,2021,12,25.2,32.7,9.7,1014.6,8.6
Pakistan,2021,13,25.6,36.0,3.8,1016.1,8.3
Pakistan,2021,14,28.0,39.1,2.3,1012.7,6.3
Pakistan,2021,15,29.7,36.3,17.7,1010.5,8.5
Pakistan,2021,16,30.5,42.5,12.6,1014.2,8.6
Pakistan,2021,17,32.4,37.8,11.7,1010.0,9.5
Pakistan,2021,18,31.0,43.5,17.6,1016.2,5.5
Pakistan,2021,19,30.4,38.7,10.4,1012.5,5.5
Pakistan,2021,20,31.5,44.6,26.6,1011.6,5.7
Pakistan,2021,21,30.8,46.9,36.9,1014.3,5.4
Pakistan,2021,22,35.6,57.5,39.0,1014.8,6.6
Pakistan,2021,23,37.2,49.0,63.1,1008.0,5.1
Pakistan,2021,24,34.7,53.7,76.5,1009.0,6.7
Pakistan,2021,25,36.3,57.7,94.7,1012.3,5.6
Pakistan,2021,26,38.0,60.0,120.5,1010.3,5.5
Pakistan,2021,27,34.9,66.5,132.0,1009.1,5.6
Pakistan,2021,28,36.0,63.8,146.5,1006.2,4.9
Pakistan,2021,29,36.6,68.6,163.3,1006.5,6.9
Pakistan,2021,30,35.2,78.5,159.3,1008.4,3.2
Pakistan,2021,31,34.9,78.2,149.4,1008.4,5.3
Pakistan,2021,32,32.8,73.2,142.5,1005.4,2.0
Pakistan,2021,33,33.8,81.4,128.8,1005.4,1.0
Pakistan,2021,34,33.9,80.4,111.6,1004.4,2.4
Pakistan,2021,35,32.8,78.4,84.1,1004.1,1.2
Pakistan,2021,36,33.4,82.7,72.1,1002.9,2.6
Pakistan,2021,37,32.0,92.7,51.2,1007.2,2.0
Pakistan,2021,38,31.8,86.4,42.5,1002.9,1.0
Pakistan,2021,39,27.8,88.3,32.0,1006.1,4.5
Pakistan,2021,40,30.1,78.3,27.8,1004.8,1.0
Pakistan,2021,41,28.6,85.2,12.0,1008.1,1.7
Pakistan,2021,42,25.0,80.7,18.2,1003.4,2.0
Pakistan,2021,43,28.3,83.7,15.1,1007.8,3.6
Pakistan,2021,44,21.5,81.0,9.0,1003.9,2.7
Pakistan,2021,45,25.3,80.3,13.4,1005.2,2.5
Pakistan,2021,46,25.1,73.6,5.4,1006.9,1.4
Pakistan,2021,47,23.2,74.3,11.6,1006.5,3.3
Pakistan,2021,48,24.5,68.2,3.2,1006.6,4.5
Pakistan,2021,49,21.9,66.4,14.8,1007.6,3.5
Pakistan,2021,50,19.6,69.0,14.1,1009.6,4.2
Pakistan,2021,51,19.9,63.5,10.7,1008.7,3.5
Pakistan,2021,52,19.2,50.2,20.0,1009.0,3.5
Pakistan,2022,1,19.5,51.8,10.4,1006.9,4.5
Pakistan,2022,2,19.7,49.1,16.3,1010.0,7.3
Pakistan,2022,3,20.0,49.6,13.9,1012.1,6.7
Pakistan,2022,4,21.7,45.9,10.7,1014.0,5.0
